 VARIABLES = X,Y,Z,S11,S22,S33,S12,S13,S23
 ZONE, T="0.1000D+01" F=FEPOINT, I=   12 J=    2 ET=BRICK
   0.1150000000E+01   0.9550000000E+00   0.1180587252E-16   0.1500000002E+02  -0.4825506260E-15  -0.8891337789E-15   0.8369890367E-16  -0.6080001563E-15   0.1186229396E-16
   0.0000000000E+00   0.9550000000E+00  -0.3777210933E-17   0.1500000002E+02   0.2449885635E-15  -0.2008200775E-15   0.4662734940E-16   0.6301033371E-16  -0.1480435917E-15
   0.0000000000E+00   0.0000000000E+00   0.9550000000E+00   0.1500000002E+02  -0.2587273776E-15  -0.2617123353E-15  -0.3004989740E-15   0.4034860360E-15  -0.3820603514E-15
   0.1150000000E+01   0.0000000000E+00   0.9550000000E+00   0.1500000002E+02  -0.6233432491E-15  -0.1078075710E-14  -0.5834007018E-15   0.8586237399E-16  -0.7172562993E-16
   0.1150000000E+01   0.9550000000E+00   0.9550000000E+00   0.1500000002E+02  -0.6305803575E-15  -0.1239375886E-14  -0.4731764608E-15  -0.6201857874E-15   0.3761647663E-16
   0.0000000000E+00   0.9550000000E+00   0.9550000000E+00   0.1500000002E+02  -0.4554956516E-15  -0.1009669582E-14  -0.2460254907E-15   0.1209936620E-15  -0.3561492861E-15
   0.2300000000E+01   0.0000000000E+00   0.2488434869E-16   0.1500000002E+02  -0.6484613164E-15  -0.1355108152E-14   0.4488559284E-17   0.3473824183E-15   0.1552392954E-15
   0.2300000000E+01   0.9550000000E+00   0.2549279051E-16   0.1500000002E+02  -0.4660949792E-15  -0.9297512592E-15   0.6578568712E-16  -0.1729695623E-15   0.2331412055E-15
   0.2300000000E+01   0.0000000000E+00   0.9550000000E+00   0.1500000002E+02  -0.2440365643E-15  -0.9506833997E-15  -0.3041259851E-15  -0.2544024268E-15   0.3486199964E-15
   0.2300000000E+01   0.9550000000E+00   0.9550000000E+00   0.1500000002E+02  -0.6167022710E-16  -0.5253265070E-15  -0.1985353297E-15  -0.1833844808E-15   0.4536922972E-15
     1     2     3     4     5     6     7     8
     2     9    10     3     6    11    12     7
